CLONE	CBSD3S	CBSD3S.ebv	CBSD3S.wt	CBSD6S	CBSD6S.ebv	CBSD6S.wt	CBSDRS	CBSDRS.ebv	CBSDRS.wt
Ug120001	0.628953282	0.449540229	10.03714201	0.481231544	0.367206182	5.464900417	-1.226053266	-0.96174099	5.158319837
Ug120002	1.038061911	0.710379404	8.925293118	0.897445469	0.659818522	4.875601027	-0.919186789	-0.721138494	5.160991932
Ug120003	-0.425697393	-0.291464635	8.936957235	-0.113270707	-0.083336452	4.88560537	1.101192105	0.671566486	2.613737236
Ug120004	-0.092052012	-0.054422162	6.32966473	0.019787166	0.013814456	4.214237414	-0.337588193	-0.255728703	4.602389328
Ug120005	-0.338339376	-0.231954639	8.967369107	-0.481887564	-0.368368376	5.496414937	0.692752244	0.524838881	4.604249206
Ug120006	0.213236791	0.15249151	10.05227881	0.205103435	0.156592894	5.474685488	-0.709435334	-0.556536997	5.159630502
Ug120007	-0.637350145	-0.374355719	6.242259376	0.560727472	0.362955303	3.47880167	0.652416298	0.397105382	2.602502586
Ug120008	0.223386573	0.160043663	10.10432011	0.524071603	0.400429892	5.48828195	0.976575549	0.766243819	5.162861811
Ug120009	0.654051745	0.448088163	8.95126409	1.360764816	1.001235662	4.886799111	1.36567544	1.034596169	4.603426495
Ug120010	1.052182358	0.678733647	7.704498238	0.567342657	0.330664852	2.750133555	1.833970368	0.936030306	1.8252288
Ug120011	-0.095694807	-0.068232696	9.969748189	-0.11190245	-0.085222606	5.431304869	0.957441591	0.750114025	5.136833124
Ug120012	0.06809063	0.048785557	10.10579371	0.129213071	0.098742469	5.490778054	0.39034278	0.295716704	4.603637707
Ug120013	-0.096695887	-0.06931733	10.12087526	-0.093054497	-0.071128584	5.495205571	0.649587129	0.509722127	5.16427562
Ug120014	-0.079431236	-0.05404689	8.793773162	-0.341176455	-0.237173441	4.166044845	0.298134664	0.215200067	3.983399005
Ug120015	0.932511572	0.666286116	10.02784308	0.667859028	0.509552942	5.462836977	0.047721456	0.036136025	4.59688236
Ug120016	0.490625701	0.351576133	10.11006535	-0.042425138	-0.032421607	5.491334597	0.50619267	0.365743858	3.994715504
Ug120017	0.046797847	0.031999651	8.906718485	0.022898144	0.016830273	4.87143759	1.901345889	1.440177386	4.60114518
Ug120018	-0.005878943	-0.003986989	8.719391782	-0.270922794	-0.198924634	4.856634067	0.657780297	0.47503161	3.98894806
Ug120019	0.621309461	0.444469962	10.06208862	0.490886267	0.374714889	5.471501936	0.893994046	0.645482769	3.986545153
Ug120020	-0.206283659	-0.147321584	10.01459774	-0.603897007	-0.421146298	4.201733288	0.746510212	0.539246655	3.991837618
Ug120021	-0.066579648	-0.047597238	10.04298076	0.073872478	0.056386483	5.470386015	0.092535078	0.072585352	5.158069567
Ug120022	-0.188421569	-0.134206894	9.940348907	-0.676870028	-0.514868181	5.410522938	-1.019745173	-0.76986833	4.553955566
Ug120023	-0.683154413	-0.355069935	4.892162178	-0.807569235	-0.389501803	1.912029313	0.660353638	0.33703922	1.825277545
Ug120024	-0.211051099	-0.149965154	9.8743027	-0.33794341	-0.256856173	5.39693472	-1.201365777	-0.94093962	5.131683527
Ug120025	-0.358228582	-0.256187955	10.05324951	-0.89353982	-0.682343665	5.478319214	-0.271136505	-0.205366101	4.600676077
Ug120026	-0.548447365	-0.37412877	8.851896445	-0.541744468	-0.397827339	4.858517879	-0.266317738	-0.201678562	4.597977749
Ug120027	-0.230364829	-0.164807001	10.06371742	-0.187326213	-0.143040053	5.477103543	0.848504129	0.642668292	4.600414877
Ug120028	0.168311157	0.114584908	8.806069642	0.144989782	0.106405125	4.849459452	1.261557629	0.911072328	3.98905596
Ug120029	0.189458513	0.121674961	7.623908702	0.114294267	0.079724218	4.204221347	1.077354419	0.778150778	3.990615077
Ug120030	-0.52145051	-0.308037655	6.31872165	-0.692782858	-0.45011766	3.510257504	0.264666789	0.191189558	3.992179534
Ug120031	-0.319055895	-0.218568225	8.949592026	-0.101485495	-0.074688117	4.889941963	-0.479539423	-0.363249261	4.60199629
Ug120032	0.074497387	0.038815923	4.914968234	-0.609391622	-0.353984659	2.730863182	-1.415204855	-0.862676706	2.611108996
Ug120033	0.052384621	0.03569208	8.824610932	0.763210397	0.559653491	4.837963863	1.2089625	0.915316905	4.594622249
Ug120034	-0.025128186	-0.018008462	10.11310765	-0.059767689	-0.045684128	5.494884206	0.444645279	0.348898628	5.16385068
Ug120035	-0.312165109	-0.184577301	6.331267057	-0.408572687	-0.265297124	3.505091613	1.077599835	0.727950407	3.331740444
Ug120036	-0.738869307	-0.504739121	8.884366182	-0.318974908	-0.243426887	5.467155844	-0.674442953	-0.510773909	4.598770503
Ug120037	-0.105107494	-0.07538045	10.13344678	-0.302038743	-0.222167465	4.882291086	-0.878742399	-0.634858701	3.99351395
Ug120038	-0.065015756	-0.02753337	3.428058299	0.108770603	0.052560974	1.918440784	0.584595939	0.356273162	2.609758278
Ug120039	-0.210579126	-0.135162289	7.613649978	-0.306600397	-0.213841357	4.203003572	1.690994627	1.22137164	3.990626757
Ug120040	-0.268517021	-0.183060744	8.838041747	-0.391735361	-0.287443152	4.847290917	-0.088518874	-0.067019253	4.594790051
Ug120041	-0.06567836	-0.027462101	3.358522585	0.111904527	0.053652833	1.892071932	-1.33598921	-0.681213133	1.821987322
Ug120042	0.041520269	0.026533474	7.535163398	-0.000401253	-0.000279412	4.185069022	1.236209946	0.892588918	3.986787118
Ug120043	0.011948025	0.006255648	4.960179255	-0.046852701	-0.02733068	2.755111112	0.004564268	0.002783778	2.614238213
Ug120044	0.38212742	0.243219848	7.464502098	-0.080490348	-0.056031721	4.181547253	0.135920358	0.091785358	3.328702001
Ug120045	0.033851474	0.014296695	3.413018993	0.219826942	0.128058826	2.74728561	0.735460998	0.448451355	2.612800558
Ug120046	0.513943015	0.301794406	6.238901545	0.000851476	0.000551526	3.484410938	-0.849353845	-0.573504831	3.327911277
Ug120047	0.404824353	0.210261307	4.88577022	0.855665586	0.496488684	2.724514367	-1.010482615	-0.615729799	2.608880269
Ug120048	0.154324645	0.104751554	8.738980637	0.241128183	0.176680039	4.826995894	0.304570525	0.219842222	3.983223773
Ug120049	-0.271512398	-0.15934826	6.231639788	-0.311794376	-0.180920889	2.724713255	0.636988057	0.324903876	1.82310074
Ug120050	0.415857422	0.216230928	4.895938762	-0.177872012	-0.103321429	2.730795008	0.446612103	0.27220008	2.610163548
Ug120052	-0.521621487	-0.220760418	3.424552944	-0.780956389	-0.249329383	1.005031157	0.309195453	0.188592885	2.614621669
Ug120053	-0.44564899	-0.319684829	10.1402988	-0.419719107	-0.321049462	5.507653211	1.333749649	1.046744639	5.167124533
Ug120055	0.545498538	0.283184735	4.881200319	0.303635885	0.176402873	2.731714526	0.746389936	0.454485404	2.604799303
Ug120056	-0.159650562	-0.082532472	4.842988173	-0.368086931	-0.238537512	3.48851313	-0.595025911	-0.401817118	3.328773525
Ug120057	0.189834766	0.135389756	9.976537112	0.384182203	0.292900163	5.449930377	-0.164955172	-0.12489683	4.595513223
Ug120058	-0.231483502	-0.15775576	8.829715787	-0.191231122	-0.123864039	3.484284147	-1.100963856	-0.743383216	3.327740689
Ug120060	-0.358522415	-0.229218633	7.543323431	0.933030903	0.649700718	4.184827522	1.732647425	1.250973594	3.986228463
Ug120061	0.013008552	0.006785126	4.924786343	-0.35980764	-0.233620669	3.504658061	1.884640311	1.273134408	3.331769848
Ug120062	-0.407822151	-0.292285324	10.11446676	-0.841348233	-0.642859611	5.488463706	-0.231844449	-0.181922993	5.16406575
Ug120063	0.480553258	0.344315859	10.10655296	1.35737648	1.037219876	5.489684165	-0.943265208	-0.740130615	5.163404599
Ug120064	0.496556151	0.355760835	10.10486714	0.73906336	0.564738123	5.48947866	-1.151494724	-0.903542	5.163883706
Ug120065	-0.388662351	-0.249121356	7.588736009	-0.053157429	-0.040583249	5.474030051	0.113566142	0.086022848	4.601481056
Ug120066	-0.506997927	-0.299332398	6.31117426	0.207765477	0.152623557	4.863406234	-0.273332978	-0.184605917	3.329966398
Ug120067	-0.58232273	-0.416034822	10.02521769	-0.583091239	-0.444961195	5.466094719	0.191816889	0.138523128	3.988785306
Ug120068	0.041207049	0.021475428	4.917130777	-0.650373024	-0.378288946	2.738431652	0.712086902	0.434106473	2.61156863
Ug120069	-0.191705567	-0.136910849	10.01470004	-0.206334915	-0.157409611	5.460991239	-0.328027621	-0.248407117	4.597777545
Ug120070	-0.547438964	-0.389108536	9.882653706	-0.233114322	-0.177814899	5.458611544	0.25630173	0.19407105	4.596301848
Ug120071	0.472706274	0.321624881	8.79267035	0.570311939	0.434836395	5.451172268	-0.495572856	-0.388731098	5.158036529
Ug120072	0.379855705	0.272013384	10.09059346	0.203222948	0.155284918	5.489118336	-0.55300834	-0.433946553	5.16461913
Ug120074	0.084868509	0.054361319	7.576565954	0.248470481	0.182180032	4.83636021	1.287113874	0.974419868	4.593643017
Ug120075	-0.666642181	-0.347412607	4.916756806	-0.413875299	-0.240828567	2.740780132	0.196130678	0.100102901	1.825256313
Ug120078	0.432300964	0.295680331	8.912954046	0.647342839	0.452041014	4.216674415	-0.543184057	-0.392408147	3.992870105
Ug120079	0.07775062	0.040461941	4.903777364	-0.963513161	-0.464526014	1.910650563	0.543194499	0.277270808	1.825626778
Ug120080	0.292850547	0.208419557	9.917959428	0.636359333	0.443999926	4.207205056	0.076069295	0.054955852	3.993226406
Ug120081	0.307053078	0.218890309	9.963915151	0.390775465	0.287021044	4.861366782	1.231747735	0.93275465	4.597512602
Ug120082	0.24783315	0.145899056	6.272457612	0.744859865	0.482488826	3.484784805	0.679209741	0.458610132	3.327741663
Ug120083	-0.252648402	-0.162210716	7.618748741	0.324458873	0.226416232	4.208961211	0.192199114	0.138814919	3.990079622
Ug120084	0.134442485	0.086229426	7.600332748	0.663083475	0.462142807	4.194931742	-0.336654412	-0.243106566	3.988180134
Ug120085	0.556685717	0.378895542	8.800569946	1.020313805	0.7482427	4.839070953	-0.353845948	-0.255505114	3.987471788
Ug120086	0.846372334	0.496630388	6.229030298	1.067843689	0.691238405	3.479163648	0.137048038	0.083515407	2.609312055
Ug120087	0.133641223	0.085614844	7.579253012	0.600147125	0.389066941	3.491605173	-0.412750719	-0.27871609	3.328414871
Ug120088	-0.408553981	-0.278550576	8.839685732	-0.30608681	-0.22462178	4.848870851	-0.756670136	-0.572883946	4.594668893
Ug120089	0.494990519	0.353292504	9.997580184	0.607202092	0.463149802	5.458171936	1.360181376	0.982342543	3.989590468
Ug120090	-0.203106832	-0.138495855	8.842722483	0.014674426	0.010238602	4.207181245	1.375264787	0.928836378	3.329952901
Ug120091	-0.224912425	-0.144376213	7.615392913	-0.380794676	-0.24681117	3.489817525	0.397456516	0.24231608	2.611959701
Ug120092	-0.729024811	-0.429245061	6.274605722	-0.924909093	-0.599320864	3.487627864	-0.1565168	-0.105695693	3.32884725
Ug120093	0.322582813	0.228553667	9.79561827	0.254195858	0.193594952	5.431716295	0.678680482	0.513756305	4.592403376
Ug120095	-0.241829876	-0.172406681	9.965903594	-0.080594905	-0.061449646	5.451107169	-1.096568115	-0.830304157	4.596048659
Ug120096	0.615112307	0.439670745	10.03863088	0.987819219	0.753670939	5.462828367	0.226870293	0.177960988	5.158254709
Ug120097	-0.24690042	-0.167722958	8.756877343	-0.476284052	-0.349613963	4.85267066	0.658202861	0.444666813	3.332340823
Ug120098	0.535483429	0.383531343	10.09603373	1.103594165	0.843162492	5.486907409	1.859067171	1.458651556	5.162673279
Ug120099	-0.151594169	-0.078966414	4.912647148	-0.995304883	-0.579123504	2.740469612	-0.482797431	-0.326055539	3.32943951
Ug120101	0.75844795	0.542195354	10.04231642	0.923320599	0.704814787	5.471599168	0.79182917	0.621188713	5.160068382
Ug120102	0.460835091	0.314465731	8.859379078	0.50364783	0.369734246	4.853987349	0.361419554	0.244015989	3.327095219
Ug120103	-0.205937918	-0.146983502	9.997241031	-0.478004735	-0.351063076	4.860260844	0.628542788	0.492990116	5.156485466
Ug120104	-0.679012957	-0.352839495	4.890133225	-0.728294922	-0.423226359	2.733203127	-1.899427687	-0.969548821	1.825612263
Ug120105	-0.502172422	-0.34328574	8.900511855	-0.577420598	-0.403292531	4.218881388	0.029344888	0.014975105	1.824760984
Ug120106	0.155823507	0.111414133	10.04733089	0.120451354	0.091926454	5.467831049	-0.533957632	-0.418847746	5.158343938
Ug120107	0.813752458	0.555495061	8.867850109	0.93053743	0.683573801	4.863517831	1.064716902	0.835259348	5.159871814
Ug120108	0.145594052	0.104073267	10.04008279	0.850317206	0.648919578	5.467070898	0.632513411	0.496174801	5.158973456
Ug120109	0.120122763	0.086209855	10.15365515	-0.09264241	-0.070866829	5.508465247	-0.753935111	-0.591712042	5.167530189
Ug120110	-0.546005729	-0.282368066	4.846409455	0.290730102	0.168507403	2.718271324	-1.701378527	-0.867834503	1.823196681
Ug120111	-0.133243523	-0.084821211	7.467220879	0.623629915	0.433587885	4.167664733	1.483553247	1.001518417	3.326102872
Ug120112	0.462976716	0.195406416	3.409492272	0.071409477	0.034406589	1.908580149	1.627812017	0.830452448	1.823775414
Ug120113	-0.553704664	-0.393331989	9.866634996	-0.615516726	-0.467836223	5.397247841	-0.382808888	-0.289812716	4.593850998
Ug120114	0.404268359	0.236708816	6.200947843	0.309779822	0.200249739	3.467652776	0.248248026	0.167558154	3.324619429
Ug120115	0.177097416	0.126676052	10.05869671	0.364646081	0.278340136	5.470866766	0.227545586	0.178486946	5.157885854
Ug120116	-0.41892276	-0.1772428	3.422883863	-0.336275861	-0.162378533	1.915949871	-1.265684249	-0.645958587	1.825086585
Ug120120	0.374834526	0.255053434	8.794410647	0.778393388	0.570802064	4.838339253	0.080772767	0.061149432	4.593586789
Ug120121	0.009780647	0.006656681	8.799563366	-0.048314157	-0.035427406	4.837636606	1.27238737	0.963206681	4.592679822
Ug120122	1.064729021	0.68179587	7.571290488	0.881733193	0.646517647	4.836924075	0.188818102	0.136313644	3.985121517
Ug120123	0.736499039	0.198250705	1.779606757	0.393832988	0.125542873	1.002869218	-2.389619105	-0.819418618	0.958953082
Ug120124	-0.369746429	-0.25318277	8.939385647	-0.317086392	-0.233197424	4.879908613	-1.042231135	-0.635434807	2.612150877
Ug120125	-0.062664349	-0.036377122	6.089697224	0.277285037	0.179001934	3.456464008	0.435513149	0.293958318	3.324711454
Ug120126	-0.362541224	-0.247669456	8.88520074	-0.346846896	-0.264740175	5.469971589	-0.545895937	-0.428240693	5.159503007
Ug120127	-0.559805423	-0.291612773	4.912849909	-0.945105019	-0.61314163	3.497676638	-1.183249123	-0.799182369	3.330281596
Ug120128	0.815069114	0.423589665	4.891228853	0.251909794	0.163290114	3.490606362	-0.714478749	-0.482472267	3.328587526
Ug120129	0.458431852	0.19099077	3.339085302	0.117581092	0.056250036	1.884737763	1.338028058	0.681942898	1.820458754
Ug120130	0.077744436	0.040640655	4.945419962	0.014787901	0.008615044	2.747583292	0.715320448	0.483252689	3.332315113
Ug120131	-0.258565798	-0.1337711	4.850019571	-1.05798809	-0.613557081	2.721482613	0.108372709	0.066034662	2.608756592
Ug120132	-0.213243889	-0.15264514	10.07980417	0.230732915	0.176227842	5.481374898	-0.021350708	-0.016750781	5.161310306
Ug120133	-0.457900676	-0.311992611	8.824872021	-0.696771204	-0.531270087	5.451642173	-0.760032496	-0.575440855	4.594950278
Ug120134	0.58730951	0.158394844	1.78411016	1.059866905	0.338340108	1.004886582	1.766743608	0.605674866	0.958598277
Ug120135	-0.391710315	-0.279495108	9.989324885	-0.632417592	-0.482305404	5.455365551	-0.891712332	-0.699439983	5.157386598
Ug120136	-0.046301393	-0.024117705	4.912263847	1.296472471	0.623538919	1.902498954	-1.500397008	-0.765197535	1.822664457
Ug120137	0.995831758	0.677616929	8.794759993	0.221434702	0.162298161	4.831189578	-0.489409932	-0.370466709	4.591892594
Ug120138	-0.265075807	-0.155560255	6.230754667	0.470858111	0.304804388	3.479374476	-1.134923935	-0.691771346	2.610670204
Ug120139	-0.03806579	-0.01968346	4.845328519	-0.986991978	-0.315076328	1.004886582	1.766743608	0.605674866	0.958598277
Ug120140	0.693904759	0.359830767	4.871135632	0.83046699	0.481941358	2.725388167	0.57161079	0.34818258	2.60682361
Ug120141	-0.529545855	-0.339970932	7.617719475	-1.014373933	-0.744708474	4.854827616	-0.535662217	-0.405632826	4.597393868
Ug120142	0.10533958	0.054825776	4.904846809	-0.411693271	-0.239278056	2.734043475	-1.000036547	-0.609443351	2.609627283
Ug120143	0.562086082	0.384564362	8.919897009	0.726474627	0.534017719	4.872907113	-0.805760528	-0.582182579	3.994505815
Ug120144	0.243698124	0.166106578	8.833369622	0.685896078	0.478311914	4.201285615	0.312013446	0.225330809	3.98909543
Ug120145	-0.608411834	-0.391685161	7.66788568	0.156358616	0.101519576	3.504407482	0.139751194	0.071341083	1.825901982
Ug120147	0.290702251	0.150077689	4.830776515	1.398607701	0.809433405	2.709867687	-0.191094691	-0.116399716	2.606779463
Ug120148	-0.066107102	-0.047276034	10.05288837	-0.212109178	-0.16201104	5.482189696	-0.29603393	-0.232286256	5.163706879
Ug120149	0.410908308	0.242101386	6.28350859	0.671267784	0.435194448	3.492009391	0.182981531	0.123576247	3.329461221
Ug120151	0.769839241	0.491886771	7.532351955	0.753407216	0.552159958	4.830118362	0.942783814	0.713680611	4.592402552
Ug120152	-0.143207657	-0.084369257	6.28245012	0.421048873	0.2727543	3.485293044	0.426849679	0.259896126	2.60441028
Ug120153	0.613981998	0.41640265	8.720017077	-0.149129853	-0.109316669	4.832951282	0.42772233	0.308752596	3.983890327
Ug120154	-0.007956601	-0.005079134	7.515931444	0.039535554	0.028971158	4.828252954	-0.284852389	-0.19219492	3.321545759
Ug120155	-0.484456273	-0.130789639	1.786524861	-0.742776031	-0.237322731	1.006119001	-2.249949767	-0.771946506	0.959711143
Ug120156	-0.629860048	-0.451437855	10.11562899	-0.958628901	-0.732718277	5.494382859	-1.054215209	-0.798469017	4.600277698
Ug120157	-0.528031343	-0.379031067	10.15917123	-1.05173526	-0.804676121	5.51178601	-0.86945194	-0.682411323	5.168511111
Ug120158	0.330892277	0.236627322	10.05193664	-0.271081687	-0.206913841	5.470266259	-0.281480331	-0.220803906	5.158720215
Ug120159	0.403512897	0.169517276	3.384012734	0.42181828	0.202883953	1.902669165	-0.921767995	-0.314967109	0.954071647
Ug120160	0.456807029	0.311109868	8.81479358	0.377858633	0.276756061	4.821396818	-0.898369039	-0.649011472	3.993043485
Ug120161	0.613363304	0.435863033	9.876164143	1.097738698	0.837506665	5.462226212	1.226786413	0.886221259	3.992402483
Ug120162	-0.117360769	-0.069079575	6.270419113	-0.727543126	-0.471352524	3.486217014	-0.810459179	-0.547345243	3.329509298
Ug120163	-0.111748185	-0.080128152	10.12815817	-0.989569655	-0.72771792	4.878930234	0.458212164	0.347094893	4.602035779
Ug120164	-0.546524931	-0.373160639	8.873039529	-0.655138564	-0.481100248	4.858592964	0.582239675	0.420561587	3.991209834
Ug120165	-0.319153986	-0.205255446	7.649239081	-0.039112767	-0.025398376	3.505561509	0.386854448	0.303446946	5.157770016
Ug120166	0.480460771	0.344333386	10.11348275	0.039745268	0.030377958	5.493841507	-0.250101637	-0.196241109	5.163360155
Ug120167	0.895412748	0.609595947	8.806293906	0.832388559	0.580112825	4.194371298	0.771124173	0.520712038	3.32839726
Ug120168	-0.597985945	-0.311609096	4.91603975	-0.52929754	-0.254679879	1.90400208	0.788855594	0.270652407	0.959711143
Ug120169	0.241553141	0.154804805	7.585980832	0.220844588	0.153922323	4.19510943	0.958356649	0.725553839	4.594085379
Ug120170	0.149061229	0.095254507	7.534627498	0.846268663	0.588768556	4.175012372	-0.081715828	-0.05898384	3.983318707
Ug120171	0.285099641	0.1678936	6.276895237	0.565296894	0.366413713	3.490225939	1.217494468	0.742120944	2.610828373
Ug120172	0.386703615	0.275490263	9.945695391	0.877045703	0.643119224	4.837778053	0.246301098	0.186448387	4.592419201
Ug120173	0.139221217	0.09931401	9.982636365	0.536354744	0.409095602	5.457549066	-0.980814287	-0.76931158	5.156974882
Ug120174	-0.374075949	-0.240063881	7.610613037	-0.552361781	-0.357734313	3.483328537	-1.101302125	-0.795287736	3.988322564
Ug120175	-0.115839347	-0.074557943	7.663620397	0.061425406	0.042880717	4.213292432	1.234438736	0.833922737	3.331975231
Ug120176	-0.187947294	-0.134231911	10.0157689	-0.084045396	-0.064123728	5.462849786	-0.359360071	-0.27217236	4.599792165
Ug120177	0.547033259	0.390437748	9.997613967	0.698536808	0.513155656	4.863790897	-0.87320212	-0.630694526	3.99059201
Ug120178	-0.670649179	-0.479533496	10.04838481	-0.727038599	-0.554936167	5.470113309	-1.089670457	-0.854849893	5.160174497
Ug120179	0.123474246	0.07891604	7.537407586	-0.994521692	-0.692556171	4.185432257	0.115142341	0.083144853	3.987863689
Ug120180	-0.524046029	-0.272336735	4.890929956	-0.352063557	-0.228349215	3.495697893	-1.265040666	-0.854322085	3.329254097
Ug120181	0.012630409	0.008093105	7.582926335	0.078645189	0.054775248	4.18727774	-0.875360478	-0.632082947	3.987518182
Ug120182	-0.028255928	-0.018117999	7.59543729	-0.93395493	-0.65072007	4.191313788	-1.169162341	-0.789436017	3.327788127
Ug120184	0.669748284	0.455627115	8.789520901	0.761151639	0.558468854	4.846258501	-0.694232531	-0.525598526	4.594307645
Ug120185	-0.403468678	-0.28752723	9.954709158	-0.474911943	-0.361875043	5.440474616	-0.119916605	-0.09404808	5.155163317
Ug120186	-0.445275604	-0.318183231	10.03055104	-0.738171922	-0.563279824	5.465333363	-0.420897824	-0.31875848	4.598823143
Ug120187	-0.52765357	-0.339122137	7.637245783	-0.76247451	-0.560129469	4.863898904	0.004589338	0.003475473	4.598118331
Ug120189	-0.746661094	-0.530929612	9.893929838	-0.918718053	-0.699701444	5.4319135	-0.900251356	-0.705954012	5.15282438
Ug120190	-0.498941712	-0.356711455	10.04473116	-0.90598564	-0.691025419	5.457550038	-1.268683869	-0.961147593	4.603869523
Ug120191	-0.356177351	-0.254970524	10.08093229	-0.632812284	-0.483302231	5.480524228	-0.540479814	-0.390497307	3.9941205
Ug120192	-0.502487335	-0.342384396	8.825703207	-0.665989499	-0.50790163	5.455126811	-0.90978328	-0.688910314	4.596817475
Ug120193	-0.575283431	-0.410434944	9.986321159	-0.758151836	-0.577869059	5.445570186	-0.780237512	-0.61192551	5.155208651
Ug120194	-0.622249917	-0.444340075	10.011312	-0.967841361	-0.738556334	5.465846679	-1.147395183	-0.89999963	5.157533064
Ug120195	-0.24741598	-0.169037782	8.887378207	-0.629393489	-0.480370705	5.468854501	-0.124992154	-0.094659487	4.598701052
Ug120196	-0.556030243	-0.397132261	10.0168703	-0.880423498	-0.671458859	5.455749947	-0.867640323	-0.680509407	5.156123783
Ug120197	-0.628627704	-0.369422141	6.249065505	-0.460208705	-0.297814231	3.476678562	-0.936178153	-0.632027401	3.326524534
Ug120198	-0.417822702	-0.285760071	8.911527787	-0.728656135	-0.53587264	4.879669795	-1.268864086	-0.916609565	3.992299307
Ug120199	0.236101944	0.151320272	7.587045857	0.5634343	0.392675295	4.194473174	0.130953574	0.094561102	3.987728788
Ug120200	-0.318392701	-0.164884565	4.858927545	-0.132256791	-0.076649138	2.717752035	1.095414125	0.667369789	2.607907888
Ug120201	0.008967917	0.005735814	7.550278993	0.240045188	0.16721666	4.189199356	2.287413917	1.65167054	3.987295916
Ug120202	0.132189152	0.084827134	7.609449054	0.190435646	0.132764799	4.198217287	1.385592067	0.935624328	3.328256927
Ug120203	-0.631479585	-0.328758641	4.907496379	0.173362533	0.100736706	2.732768788	-0.481996468	-0.293764439	2.610131666
Ug120204	0.408313976	0.171245826	3.374873483	1.011930855	0.486284808	1.899718092	1.159019501	0.395598817	0.952552553
Ug120205	0.305112704	0.21798057	10.02467154	0.865066532	0.659990055	5.462169379	0.950511861	0.719724953	4.5962952
Ug120206	-0.278478407	-0.189804661	8.832354309	-0.112927885	-0.07868745	4.192245409	-0.051427171	-0.031331645	2.607939154
Ug120207	-0.103733083	-0.070481161	8.761293392	-0.156527954	-0.11465783	4.822831016	-0.121768408	-0.092169293	4.591070684
Ug120208	0.491755349	0.335594302	8.861372713	0.502669319	0.383696145	5.470897828	-0.693946557	-0.525530861	4.598395236
Ug120210	0.218114352	0.140258469	7.647166799	-0.062949794	-0.040870572	3.50418285	-0.315924477	-0.213389287	3.330665586
Ug120211	0.031665894	0.02152453	8.770968552	-0.299624689	-0.228515119	5.456132941	-0.412524997	-0.312394636	4.597766845
Ug120212	0.022288884	0.013128894	6.280043722	0.702626891	0.455443062	3.490499947	0.884336721	0.597148344	3.328226755
Ug120213	0.410213323	0.279619428	8.834576555	0.74114002	0.54390151	4.849290132	1.282457365	0.925934123	3.986207711
Ug120214	-0.108820267	-0.045638938	3.374873483	-0.012953283	-0.006224719	1.899718092	-0.218009231	-0.074777488	0.959332742
Ug120215	0.262892671	0.179223633	8.837694061	0.21106204	0.161042446	5.463869489	1.607236735	1.217084042	4.597348647
Ug120216	-0.414515283	-0.243787581	6.25951322	-0.25716077	-0.166563795	3.484076908	1.054812438	0.53804213	1.823236074
Ug120217	0.556830611	0.150287368	1.785876299	-0.012953283	-0.006224719	1.899718092	0.112871946	0.057548313	1.821727774
Ug120218	0.059771782	0.042636296	9.981234621	0.400752319	0.293898568	4.839487213	-0.027579614	-0.021631545	5.156323959
Ug120219	0.206329685	0.147010755	9.949485692	-0.321169036	-0.244523624	5.426218018	0.130644581	0.102345262	5.135283035
Ug120220	-0.176966746	-0.120244901	8.762292567	-0.427309219	-0.325338069	5.426434985	0.099081015	0.077622804	5.136186705
Ug120221	-0.2425753	-0.173348409	10.03216254	0.14969419	0.11427554	5.472640202	1.402304963	1.100023452	5.158751523
Ug120222	0.322866122	0.23079744	10.04092251	0.189288532	0.144478673	5.469866964	1.56636348	1.228616822	5.157314976
Ug120223	0.386044181	0.263545896	8.869510707	0.3178112	0.233417329	4.860622079	1.195068516	0.90510078	4.599457361
Ug120224	-0.035658262	-0.01851555	4.883314538	-0.23147804	-0.134373555	2.727125534	0.398831549	0.24305366	2.609563255
Ug120225	0.089577701	0.06111374	8.854684717	0.731522926	0.509835256	4.194774431	-0.625568203	-0.47366409	4.595855851
Ug120226	-0.20084368	-0.128617967	7.572450741	0.045694914	0.03181858	4.184714088	-0.439753282	-0.296861223	3.325880016
Ug120227	0.337700369	0.22964182	8.780211245	0.639997093	0.469236572	4.835963332	-1.055220856	-0.761915706	3.986899913
Ug120228	0.508429814	0.347533047	8.898498458	0.681602355	0.520442115	5.476387583	1.259322922	0.987933972	5.160017925
Ug120229	0.229620425	0.145945298	7.439971994	0.8273085	0.535097638	3.472368074	2.236635177	1.509625948	3.324510956
Ug120230	-0.060585884	-0.035609389	6.251010622	0.961139301	0.622461836	3.483125052	-0.464035119	-0.28269501	2.607629882
Ug120231	0.173502437	0.110947436	7.546518762	0.938936795	0.653114578	4.172870502	1.906123201	1.286855229	3.326550278
Ug120232	0.604346678	0.412180767	8.847433349	0.698927766	0.51282879	4.846663733	-0.584252876	-0.421913317	3.988442358
Ug120233	0.438681434	0.118327989	1.784458581	1.132874427	0.361731369	1.005218607	1.671377518	0.573328993	0.959439334
Ug120234	-0.547778741	-0.374285579	8.889604156	-0.649530967	-0.495554263	5.462308823	0.279405524	0.211586416	4.597750119
Ug120235	0.584283496	0.418198572	10.07670865	0.480805639	0.367155656	5.477973053	1.033649971	0.810924495	5.160669189
Ug120237	1.307973196	0.680502059	4.90139401	0.896752315	0.520582494	2.727297026	1.557972008	0.949343993	2.608915251
Ug120238	0.353215417	0.240422991	8.801978498	0.211466482	0.161286195	5.456866664	-0.071274858	-0.055905319	5.157026577
