CLONE	CBSD3S	CBSD3S.ebv	CBSD3S.wt	CBSD6S	CBSD6S.ebv	CBSD6S.wt	CBSDRS	CBSDRS.ebv	CBSDRS.wt
UG14_2180	0.34026122	0.309631921	12.89707517	0.689310053	0.640105546	11.01336795	0.016645549	0.008240123	1.842893269
UG14_2182	-0.28035097	-0.222716954	7.150702804	-0.294472142	-0.247105928	6.678214921	1.02930746	0.612659086	2.646126977
UG14_2184	-0.016741023	-0.013968432	8.5949579	-0.440637177	-0.383827206	7.854253477	-0.688805439	-0.226727245	0.965443541
UG14_2189	0.760751474	0.682317342	11.93522559	0.597553686	0.55049559	10.50191043	1.764608267	0.580838333	0.965442966
UG14_2196	0.300849606	0.270952528	12.19691673	0.410671789	0.377981691	10.44543892	0.047661267	0.023597454	1.843383347
UG14_X004	0.067189603	0.061165008	12.9246394	-0.154024729	-0.143044922	11.02032205	0.209063265	0.103533195	1.844166978
UG14_X005	0.744063167	0.653404607	10.74567236	0.63612632	0.563247648	8.491767336	-0.538111178	-0.266343678	1.842394659
UG14_X006	0.617586191	0.553477007	11.88671017	0.312936119	0.280886092	9.098073135	1.222511293	0.605425412	1.844212
UG14_X008	-0.271337902	-0.238265962	10.7432128	-0.312765375	-0.280382463	9.039295063	0.349951346	0.115198019	0.965538937
UG14_X009	0.026682809	0.023433811	10.75027717	-0.146781328	-0.136231006	10.97768074	0.88810626	0.43970518	1.843361021
UG14_X010	0.613566554	0.523084513	9.398225064	1.224368582	1.120537949	10.11062535	NA	NA	NA
UG14_X011	-0.262581153	-0.238956066	12.90055968	-0.557022843	-0.51601564	10.85384277	0.086538746	0.051511788	2.646419241
UG14_X012	0.097774561	0.084855689	10.17068857	-0.759559371	-0.662289406	7.890521764	-0.763823432	-0.378315641	1.844622348
UG14_X013	-0.020168158	-0.01677579	8.488927951	1.654288462	1.474123205	8.765816595	1.459803048	0.480321144	0.964907675
UG14_X014	-0.054931209	-0.049091232	11.7166934	-0.015086031	-0.013547479	9.120902335	0.214378224	0.106173142	1.844413006
UG14_X015	0.137697057	0.121758652	11.1108245	0.13581722	0.118210925	7.824897785	0.872521903	0.431982667	1.843309983
UG14_X016	-0.296403071	-0.252623715	9.387192829	-0.604029701	-0.52619751	7.857257794	-0.706809384	-0.349914549	1.843078115
UG14_X018	0.302963593	0.271585688	11.90292232	0.376292681	0.345012269	10.21651109	1.668611546	0.825899929	1.842408474
UG14_X019	0.320750256	0.284713753	11.32319422	-0.308546888	-0.26247629	7.069929426	-0.182021139	-0.05991409	0.965443541
UG14_X020	0.641353025	0.577689455	12.20485778	-0.031971511	-0.029437839	10.46887081	-0.261644778	-0.155788756	2.648100179
UG14_X022	0.057795433	0.050023773	10.04665664	-0.725853271	-0.668607302	10.49418354	-1.993224978	-0.656235633	0.965747935
UG14_X023	-0.063113066	-0.057869987	13.46009405	0.777438494	0.718994418	10.74506	0.183983887	0.091108302	1.843985214
UG14_X025	0.460811269	0.38314281	8.475017163	-0.756115904	-0.515351485	3.434378238	-1.631374324	-0.534661548	0.959522926
UG14_X026	-0.148635631	-0.129847792	10.48467145	-0.473380994	-0.41590281	8.17766254	-0.937144253	-0.557848763	2.646602996
UG14_X027	0.141297036	0.124920425	11.10146221	0.797714555	0.726454351	9.833390413	-0.340259973	-0.111930097	0.9645876
UG14_X028	-0.494453337	-0.346705586	4.876022298	-0.393427437	-0.26761688	3.416730561	NA	NA	NA
UG14_X029	-0.041745017	-0.034853324	8.61677204	0.81893685	0.713162373	7.844502354	0.444324616	0.264503487	2.64687868
UG14_X030	0.297194883	0.269877992	12.74980084	0.880788769	0.820602439	11.237346	1.463963201	0.87146976	2.646762274
UG14_X031	-0.182847571	-0.16474351	12.22296393	0.00590745	0.005504345	11.24448858	1.110874093	0.661416972	2.647922276
UG14_X032	-0.273078177	-0.239918791	10.76990048	-0.045139214	-0.039272437	7.81087349	-0.693115591	-0.343226512	1.843962218
UG14_X034	0.099419498	0.086238532	10.1466377	-0.13725405	-0.119639524	7.879009218	1.281247037	0.634376959	1.843497887
UG14_X036	-0.066920103	-0.055047692	8.127052431	-0.438121588	-0.388243649	8.525939051	-0.706945357	-0.350022356	1.843462754
UG14_X039	0.138866275	0.12641197	12.92306663	-0.01645567	-0.015357485	11.35764181	-0.655764527	-0.324697768	1.843626956
UG14_X041	-0.110460303	-0.091945894	8.513041925	0.610020691	0.525004922	7.436731201	1.769292706	0.876109591	1.843836522
